代码,简称,时间,开盘价(元),最高价(元),收盘价(元),最低价(元),成交量(万股),成交金额(万元),换手率(%),PE市盈率(TTM)
000001.SH,上证指数,2000/9/7,"1,929.30","1,963.23","1,950.66","1,929.30","62,495.72","762,452.92",1.0412,59.4985
000001.SH,上证指数,2000/9/8,"1,955.15","1,963.89","1,959.31","1,945.92","57,277.20","714,349.67",0.9529,59.7586
000001.SH,上证指数,2000/9/11,"1,963.27","1,972.08","1,972.04","1,956.08","61,631.98","736,759.20",1.0244,60.1577
000001.SH,上证指数,2000/9/12,"1,975.41","1,979.32","1,979.10","1,965.40","54,359.42","690,609.30",0.9035,60.378
000001.SH,上证指数,2000/9/13,"1,980.53","1,995.32","1,988.94","1,975.13","60,344.41","772,636.87",1.003,60.7042
000001.SH,上证指数,2000/9/14,"1,989.97","1,992.37","1,979.51","1,973.02","51,042.77","651,098.91",0.8484,60.4005
000001.SH,上证指数,2000/9/15,"1,978.04","1,978.47","1,978.43","1,966.88","47,400.64","610,332.59",0.7879,60.3878
000001.SH,上证指数,2000/9/18,"1,979.53","1,981.13","1,946.75","1,946.18","51,769.85","638,045.77",0.8605,59.4386
000001.SH,上证指数,2000/9/19,"1,937.32","1,937.37","1,903.15","1,895.49","67,423.14","793,802.01",1.1174,58.1184
000001.SH,上证指数,2000/9/20,"1,902.91","1,922.30","1,922.29","1,892.28","51,060.83","653,564.71",0.8451,58.7083
000001.SH,上证指数,2000/9/21,"1,924.83","1,927.52","1,907.31","1,905.65","48,849.07","641,792.50",0.807,58.2477
000001.SH,上证指数,2000/9/22,"1,904.57","1,904.57","1,891.98","1,888.09","51,801.60","644,766.53",0.8541,57.7776
000001.SH,上证指数,2000/9/25,"1,889.90","1,896.72","1,875.91","1,874.21","37,655.33","467,452.43",0.6195,57.2902
000001.SH,上证指数,2000/9/26,"1,878.31","1,890.67","1,887.83","1,878.05","34,489.67","462,918.49",0.5669,57.6673
000001.SH,上证指数,2000/9/27,"1,889.88","1,914.11","1,914.09","1,889.87","33,798.22","429,188.02",0.5555,58.47
000001.SH,上证指数,2000/9/28,"1,915.50","1,917.06","1,889.29","1,886.94","38,180.27","511,858.26",0.6255,57.7165
000001.SH,上证指数,2000/9/29,"1,888.20","1,910.49","1,910.16","1,888.07","37,455.91","510,130.52",0.6128,58.4046
000001.SH,上证指数,2000/10/9,"1,912.08","1,915.50","1,915.35","1,897.24","51,667.76","572,480.23",0.8415,58.4525
000001.SH,上证指数,2000/10/10,"1,917.90","1,942.17","1,942.15","1,917.68","66,775.06","701,087.46",1.0876,59.2842
000001.SH,上证指数,2000/10/11,"1,944.25","1,948.01","1,933.73","1,931.46","72,528.89","766,305.55",1.1807,59.0169
000001.SH,上证指数,2000/10/12,"1,933.14","1,933.33","1,926.32","1,918.47","72,260.56","763,046.77",1.176,58.7816
000001.SH,上证指数,2000/10/13,"1,927.35","1,932.32","1,918.16","1,911.36","66,427.19","733,112.13",1.0811,58.5444
000001.SH,上证指数,2000/10/16,"1,917.45","1,917.56","1,902.81","1,897.91","60,850.36","609,626.86",0.9893,58.0709
000001.SH,上证指数,2000/10/17,"1,902.07","1,909.49","1,909.49","1,896.95","41,749.36","469,051.74",0.6788,58.2795
000001.SH,上证指数,2000/10/18,"1,911.71","1,922.85","1,922.85","1,911.71","57,550.32","778,199.74",0.9324,58.6789
000001.SH,上证指数,2000/10/19,"1,925.21","1,927.37","1,913.42","1,911.18","59,650.58","593,819.88",0.9661,58.4058
000001.SH,上证指数,2000/10/20,"1,913.16","1,947.47","1,947.46","1,912.38","93,876.61","968,926.42",1.52,59.4351
000001.SH,上证指数,2000/10/23,"1,952.96","1,960.86","1,958.94","1,945.67","85,779.74","963,893.39",1.3825,59.7905
000001.SH,上证指数,2000/10/24,"1,960.37","1,962.13","1,956.34","1,945.53","63,572.83","734,262.88",1.0242,59.714
000001.SH,上证指数,2000/10/25,"1,957.38","1,978.99","1,977.25","1,957.31","115,065.44","1,140,857.98",1.852,60.3434
000001.SH,上证指数,2000/10/26,"1,979.30","1,980.63","1,967.67","1,962.20","106,527.64","868,436.93",1.7132,60.0508
000001.SH,上证指数,2000/10/27,"1,968.17","1,971.79","1,967.41","1,957.74","90,371.11","778,652.07",1.4532,60.0587
000001.SH,上证指数,2000/10/30,"1,967.65","1,974.24","1,973.58","1,962.81","99,394.49","937,428.66",1.5947,60.2656
000001.SH,上证指数,2000/10/31,"1,974.53","1,979.99","1,961.29","1,956.42","90,904.22","791,197.93",1.4559,59.9259
000001.SH,上证指数,2000/11/1,"1,961.08","1,977.37","1,977.36","1,959.72","85,019.40","819,613.33",1.3603,60.4256
000001.SH,上证指数,2000/11/2,"1,981.77","1,992.86","1,984.26","1,980.89","89,338.51","884,170.64",1.4289,60.6444
000001.SH,上证指数,2000/11/3,"1,984.99","1,989.11","1,981.63","1,977.21","93,208.18","732,883.11",1.4896,60.5834
000001.SH,上证指数,2000/11/6,"1,983.07","1,992.88","1,991.17","1,982.75","99,968.19","892,863.93",1.5899,60.8693
000001.SH,上证指数,2000/11/7,"1,993.45","1,997.08","1,997.08","1,990.06","78,987.47","727,883.11",1.2562,61.0297
000001.SH,上证指数,2000/11/8,"1,999.15","2,012.99","2,012.91","1,998.35","92,542.72","860,038.67",1.4718,61.5025
000001.SH,上证指数,2000/11/9,"2,016.22","2,032.52","2,032.48","2,014.84","140,516.28","1,310,329.48",2.231,62.1467
000001.SH,上证指数,2000/11/10,"2,037.08","2,051.34","2,047.46","2,033.63","139,659.00","1,589,317.10",2.215,62.6306
000001.SH,上证指数,2000/11/13,"2,054.48","2,071.69","2,070.79","2,053.44","144,087.77","1,547,873.93",2.2834,63.467
000001.SH,上证指数,2000/11/14,"2,072.79","2,085.12","2,085.12","2,055.21","124,487.77","1,437,682.62",1.9716,63.9159
000001.SH,上证指数,2000/11/15,"2,087.28","2,092.65","2,081.91","2,074.38","133,342.67","1,433,816.13",2.1105,63.8275
000001.SH,上证指数,2000/11/16,"2,081.14","2,096.05","2,095.98","2,080.61","128,218.20","1,498,326.90",2.0281,64.2855
000001.SH,上证指数,2000/11/17,"2,098.89","2,104.70","2,093.24","2,084.90","118,013.26","1,308,571.14",1.8667,64.2207
000001.SH,上证指数,2000/11/20,"2,092.59","2,101.40","2,101.39","2,078.28","131,029.59","1,346,753.81",2.0635,64.5133
000001.SH,上证指数,2000/11/21,"2,104.07","2,112.91","2,097.98","2,095.58","124,797.19","1,204,153.93",1.9654,64.3841
000001.SH,上证指数,2000/11/22,"2,097.28","2,113.35","2,113.30","2,091.62","121,467.07","1,205,108.88",1.912,64.8468
000001.SH,上证指数,2000/11/23,"2,119.16","2,125.72","2,119.44","2,109.22","124,920.77","1,428,867.21",1.9653,65.0311
000001.SH,上证指数,2000/11/24,"2,119.01","2,125.41","2,053.37","2,045.51","164,975.61","1,660,279.93",2.5955,62.9712
000001.SH,上证指数,2000/11/27,"2,041.16","2,062.81","2,049.67","2,031.93","105,878.26","1,146,795.51",1.6645,62.8769
000001.SH,上证指数,2000/11/28,"2,052.78","2,079.48","2,079.40","2,052.78","85,889.66","926,174.38",1.3496,63.8242
000001.SH,上证指数,2000/11/29,"2,081.50","2,082.90","2,067.50","2,055.94","99,436.29","1,075,443.99",1.5613,63.4796
000001.SH,上证指数,2000/11/30,"2,067.07","2,072.29","2,070.61","2,057.04","84,655.50","911,526.24",1.3275,63.5793
000001.SH,上证指数,2000/12/1,"2,073.09","2,082.03","2,081.84","2,071.50","122,852.86","862,249.38",1.9263,63.9088
000001.SH,上证指数,2000/12/4,"2,084.48","2,092.32","2,092.14","2,077.81","142,288.50","944,214.33",2.2311,64.2127
000001.SH,上证指数,2000/12/5,"2,094.99","2,097.29","2,091.67","2,085.80","138,958.64","883,356.73",2.1789,64.0929
000001.SH,上证指数,2000/12/6,"2,093.00","2,095.44","2,075.63","2,070.35","113,833.25","1,079,454.30",1.7832,63.6363
000001.SH,上证指数,2000/12/7,"2,072.53","2,078.14","2,075.04","2,060.73","96,873.61","1,019,765.61",1.5161,63.6861
000001.SH,上证指数,2000/12/8,"2,074.57","2,083.27","2,073.16","2,069.66","115,832.35","1,030,575.11",1.8003,63.594
000001.SH,上证指数,2000/12/11,"2,072.28","2,072.48","2,046.08","2,039.00","119,865.34","910,069.20",1.8589,62.7944
000001.SH,上证指数,2000/12/12,"2,045.17","2,059.05","2,059.05","2,037.90","109,918.29","945,660.47",1.6928,63.1598
000001.SH,上证指数,2000/12/13,"2,057.38","2,059.60","2,056.12","2,050.18","93,851.02","863,189.03",1.4431,63.1562
000001.SH,上证指数,2000/12/14,"2,057.00","2,059.27","2,051.08","2,046.94","141,928.13","687,450.99",2.1805,63.0846
000001.SH,上证指数,2000/12/15,"2,052.79","2,055.61","2,039.36","2,036.88","132,059.07","792,251.38",2.0254,62.724
000001.SH,上证指数,2000/12/18,"2,038.45","2,044.56","2,044.55","2,024.29","112,625.88","921,216.63",1.7249,62.9259
000001.SH,上证指数,2000/12/19,"2,047.35","2,056.76","2,049.03","2,046.03","113,681.83","1,099,497.70",1.7317,63.0939
000001.SH,上证指数,2000/12/20,"2,050.07","2,071.31","2,071.27","2,048.64","119,207.18","1,113,531.85",1.8103,63.8126
000001.SH,上证指数,2000/12/21,"2,075.56","2,086.94","2,076.89","2,074.34","124,983.49","1,245,292.29",1.8937,64.1319
000001.SH,上证指数,2000/12/22,"2,078.43","2,079.97","2,069.77","2,066.22","120,326.61","1,261,751.15",1.8203,63.9471
000001.SH,上证指数,2000/12/25,"2,071.57","2,075.21","2,068.17","2,062.04","120,610.13","1,196,523.83",1.8211,63.8884
000001.SH,上证指数,2000/12/26,"2,070.38","2,076.41","2,076.27","2,068.81","104,280.55","1,087,250.86",1.5725,64.1284
000001.SH,上证指数,2000/12/27,"2,077.72","2,079.76","2,058.24","2,056.00","117,616.32","1,181,070.13",1.7703,63.5521
000001.SH,上证指数,2000/12/28,"2,054.52","2,061.05","2,053.70","2,047.74","138,424.00","1,135,236.82",2.0812,63.3457
000001.SH,上证指数,2000/12/29,"2,055.83","2,073.88","2,073.48","2,055.51","136,586.80","1,166,640.37",2.0442,63.8712
000001.SH,上证指数,2001/1/2,"2,077.08","2,103.54","2,103.47","2,074.88","186,507.46","1,340,509.47",2.7933,60.9452
000001.SH,上证指数,2001/1/3,"2,108.25","2,123.90","2,123.90","2,105.50","171,576.73","1,751,683.26",2.5685,61.5274
000001.SH,上证指数,2001/1/4,"2,125.49","2,127.42","2,117.41","2,113.18","134,235.41","1,429,524.54",2.0083,61.3604
000001.SH,上证指数,2001/1/5,"2,117.66","2,125.38","2,125.30","2,114.06","132,881.75","1,484,423.63",1.9868,61.587
000001.SH,上证指数,2001/1/8,"2,128.60","2,131.98","2,102.06","2,092.10","147,870.85","1,588,766.18",2.2076,60.9462
000001.SH,上证指数,2001/1/9,"2,099.32","2,111.10","2,101.14","2,082.84","116,493.38","1,158,176.67",1.7373,60.8895
000001.SH,上证指数,2001/1/10,"2,102.09","2,125.67","2,125.62","2,102.07","129,168.83","1,302,625.34",1.9252,61.6158
000001.SH,上证指数,2001/1/11,"2,129.61","2,131.37","2,119.14","2,117.03","140,722.09","1,461,571.34",2.0943,61.4747
000001.SH,上证指数,2001/1/12,"2,116.85","2,117.73","2,104.75","2,100.27","106,608.82","1,101,728.93",1.5794,60.9913
000001.SH,上证指数,2001/1/15,"2,097.09","2,097.09","2,032.44","2,030.29","149,985.88","1,341,255.92",2.215,58.9551
000001.SH,上证指数,2001/1/16,"2,018.30","2,045.95","2,045.89","2,007.71","115,837.22","1,040,591.08",1.7059,59.3175
000001.SH,上证指数,2001/1/17,"2,046.38","2,048.70","2,034.58","2,031.76","73,241.34","660,947.59",1.0786,58.9775
000001.SH,上证指数,2001/1/18,"2,033.69","2,049.36","2,043.11","2,033.58","103,415.71","838,161.29",1.5195,59.2429
000001.SH,上证指数,2001/1/19,"2,046.58","2,067.88","2,065.61","2,046.54","118,312.64","860,158.31",1.7343,59.9876
000001.SH,上证指数,2001/2/5,"2,069.86","2,072.55","2,008.03","2,005.68","89,742.43","740,029.45",1.3141,58.3614
000001.SH,上证指数,2001/2/6,"1,999.72","1,999.73","1,995.32","1,956.18","95,284.27","797,436.21",1.3909,58.1323
000001.SH,上证指数,2001/2/7,"1,995.60","1,998.25","1,979.94","1,978.60","58,822.29","517,153.55",0.8585,57.704
000001.SH,上证指数,2001/2/8,"1,977.56","1,986.90","1,930.14","1,926.40","88,857.37","751,726.04",1.2954,56.2899
000001.SH,上证指数,2001/2/9,"1,935.19","1,963.33","1,956.97","1,935.19","112,370.19","774,848.41",1.6311,57.0886
000001.SH,上证指数,2001/2/12,"1,958.66","1,961.81","1,961.22","1,935.59","72,030.75","652,470.64",1.0441,57.2213
000001.SH,上证指数,2001/2/13,"1,962.53","1,974.00","1,963.53","1,958.99","54,035.14","513,504.95",0.7827,57.2641
000001.SH,上证指数,2001/2/14,"1,962.74","1,966.84","1,963.20","1,956.42","43,821.53","417,752.92",0.6334,57.2244
000001.SH,上证指数,2001/2/15,"1,963.45","1,966.92","1,946.48","1,944.56","45,067.56","426,238.32",0.6513,56.7491
000001.SH,上证指数,2001/2/16,"1,942.05","1,942.12","1,941.96","1,911.87","67,502.09","611,280.94",0.974,56.5736
000001.SH,上证指数,2001/2/19,"1,942.58","1,969.35","1,967.55","1,935.65","58,460.83","522,008.80",0.8431,57.3361
000001.SH,上证指数,2001/2/20,"1,969.78","1,980.39","1,953.22","1,947.26","64,359.34","632,830.54",0.9269,56.8894
000001.SH,上证指数,2001/2/21,"1,948.42","1,948.42","1,909.33","1,901.21","76,178.17","740,212.26",1.0942,55.5127
000001.SH,上证指数,2001/2/22,"1,901.99","1,922.46","1,907.26","1,893.78","50,547.34","518,410.00",0.7257,55.4688
000001.SH,上证指数,2001/2/23,"1,906.91","1,936.63","1,936.35","1,906.55","62,097.40","555,590.90",0.8914,56.3272
000001.SH,上证指数,2001/2/26,"1,940.77","1,954.78","1,954.69","1,935.55","73,028.11","687,146.38",1.0476,56.8457
000001.SH,上证指数,2001/2/27,"1,956.27","1,962.28","1,962.04","1,946.98","73,985.93","657,269.54",1.0586,57.1378
000001.SH,上证指数,2001/2/28,"1,964.36","1,965.02","1,959.18","1,950.93","61,413.54","667,484.20",0.8765,57.0794
000001.SH,上证指数,2001/3/1,"1,959.01","1,968.36","1,965.12","1,953.72","116,673.69","795,897.97",1.6431,57.2314
000001.SH,上证指数,2001/3/2,"1,969.06","1,987.39","1,985.11","1,968.96","151,635.77","791,148.34",2.1318,57.7561
000001.SH,上证指数,2001/3/5,"1,991.28","1,993.81","1,984.20","1,979.65","107,193.59","741,739.83",1.5062,57.7143
000001.SH,上证指数,2001/3/6,"1,986.73","1,990.06","1,990.06","1,977.11","208,722.39","1,408,304.31",2.9278,57.889
000001.SH,上证指数,2001/3/7,"1,991.28","1,996.85","1,991.18","1,986.04","138,900.54","1,041,117.40",1.9458,57.9983
000001.SH,上证指数,2001/3/8,"1,990.64","2,002.25","2,000.90","1,989.87","114,904.03","911,627.66",1.6096,58.3363
000001.SH,上证指数,2001/3/9,"2,003.21","2,015.50","2,011.66","1,999.48","156,810.34","1,291,304.30",2.1814,58.4388
000001.SH,上证指数,2001/3/12,"2,013.31","2,015.60","2,012.55","2,004.96","123,334.89","1,069,697.58",1.7148,58.4439
000001.SH,上证指数,2001/3/13,"2,012.16","2,012.77","1,998.70","1,992.17","138,748.19","1,068,130.15",1.9291,58.0858
000001.SH,上证指数,2001/3/14,"1,996.15","2,018.62","2,018.62","1,994.94","107,031.47","909,021.34",1.4881,58.6689
000001.SH,上证指数,2001/3/15,"2,019.73","2,027.33","2,022.60","2,017.59","137,585.11","1,154,290.53",1.9108,58.8111
000001.SH,上证指数,2001/3/16,"2,023.03","2,024.28","2,020.24","2,011.99","123,865.24","1,027,225.76",1.7142,58.806
000001.SH,上证指数,2001/3/19,"2,019.85","2,036.63","2,036.62","2,017.49","139,506.07","1,160,135.47",1.9287,59.4467
000001.SH,上证指数,2001/3/20,"2,039.55","2,045.94","2,045.79","2,037.17","124,802.63","1,158,638.75",1.7244,59.7439
000001.SH,上证指数,2001/3/21,"2,047.63","2,066.39","2,066.39","2,046.43","196,428.40","1,296,382.82",2.714,60.3334
000001.SH,上证指数,2001/3/22,"2,071.20","2,087.53","2,087.53","2,068.14","236,195.57","1,767,600.73",3.2635,60.9441
000001.SH,上证指数,2001/3/23,"2,091.18","2,093.95","2,053.54","2,052.56","242,977.93","1,858,019.60",3.3572,59.9862
000001.SH,上证指数,2001/3/26,"2,052.06","2,089.99","2,089.88","2,052.06","213,113.23","1,431,099.06",2.944,60.9841
000001.SH,上证指数,2001/3/27,"2,096.50","2,107.30","2,107.26","2,090.90","179,843.05","1,589,823.16",2.4826,61.4703
000001.SH,上证指数,2001/3/28,"2,109.76","2,112.88","2,106.87","2,096.92","157,175.59","1,520,966.78",2.1666,61.5496
000001.SH,上证指数,2001/3/29,"2,107.22","2,111.73","2,101.66","2,096.93","155,353.76","1,528,349.67",2.1307,61.454
000001.SH,上证指数,2001/3/30,"2,101.10","2,112.83","2,112.78","2,096.28","243,953.91","1,356,066.87",3.3423,61.7834
000001.SH,上证指数,2001/4/2,"2,117.45","2,126.97","2,125.08","2,114.78","237,383.56","1,530,208.93",3.2523,61.8348
000001.SH,上证指数,2001/4/3,"2,127.78","2,129.83","2,123.05","2,109.25","206,085.55","1,282,384.93",2.8235,61.7765
000001.SH,上证指数,2001/4/4,"2,123.89","2,128.16","2,090.72","2,084.93","208,123.99","1,476,659.63",2.8499,60.8514
000001.SH,上证指数,2001/4/5,"2,084.81","2,112.62","2,112.60","2,081.64","230,595.42","1,126,733.35",3.1539,61.5218
000001.SH,上证指数,2001/4/6,"2,116.38","2,122.22","2,108.61","2,103.26","374,164.88","1,059,670.33",5.1133,61.4009
000001.SH,上证指数,2001/4/9,"2,108.97","2,117.41","2,117.37","2,100.97","258,789.26","1,178,011.44",3.5349,61.6575
000001.SH,上证指数,2001/4/10,"2,119.54","2,128.55","2,128.48","2,119.36","207,624.52","1,086,647.31",2.8356,61.9863
000001.SH,上证指数,2001/4/11,"2,130.90","2,134.51","2,131.40","2,121.16","153,236.61","1,156,011.95",2.0913,62.0429
000001.SH,上证指数,2001/4/12,"2,132.81","2,141.92","2,134.80","2,124.82","187,863.84","1,765,062.29",2.5564,62.1515
000001.SH,上证指数,2001/4/13,"2,135.67","2,145.44","2,145.40","2,130.59","187,471.73","1,365,204.81",2.5495,62.4556
000001.SH,上证指数,2001/4/16,"2,150.29","2,168.08","2,168.06","2,150.29","315,118.44","1,955,149.68",4.283,63.1217
000001.SH,上证指数,2001/4/17,"2,173.30","2,177.16","2,176.68","2,163.19","285,525.77","2,067,181.83",3.8781,63.3768
000001.SH,上证指数,2001/4/18,"2,177.99","2,179.74","2,172.56","2,167.59","221,278.51","1,851,805.81",2.9983,63.2383
000001.SH,上证指数,2001/4/19,"2,172.43","2,175.58","2,172.87","2,148.31","245,443.15","1,987,441.63",3.3192,63.306
000001.SH,上证指数,2001/4/20,"2,173.96","2,179.57","2,152.34","2,152.01","228,127.03","2,190,631.01",3.0817,62.7121
000001.SH,上证指数,2001/4/23,"2,150.34","2,157.51","2,150.43","2,132.55","218,278.84","1,866,504.60",2.9486,62.6884
000001.SH,上证指数,2001/4/24,"2,151.34","2,166.19","2,166.17","2,151.34","135,153.72","1,426,658.98",1.8237,63.1668
000001.SH,上证指数,2001/4/25,"2,168.05","2,170.39","2,119.18","2,115.26","181,948.55","1,771,121.32",2.4518,61.7586
000001.SH,上证指数,2001/4/26,"2,113.39","2,125.79","2,105.06","2,102.83","132,854.83","1,348,261.13",1.7879,61.4578
000001.SH,上证指数,2001/4/27,"2,104.03","2,120.84","2,115.11","2,104.03","136,253.50","1,097,403.02",1.8327,61.7865
000001.SH,上证指数,2001/4/30,"2,117.17","2,122.50","2,119.18","2,111.95","109,117.82","1,049,714.40",1.4686,61.7502
000001.SH,上证指数,2001/5/8,"2,119.90","2,138.04","2,137.99","2,119.89","84,803.67","870,469.57",1.1399,62.2977
000001.SH,上证指数,2001/5/9,"2,140.55","2,142.38","2,132.89","2,127.32","97,190.33","1,045,342.53",1.306,62.1424
000001.SH,上证指数,2001/5/10,"2,134.19","2,147.34","2,147.28","2,134.19","98,505.58","1,116,246.43",1.3237,62.5915
000001.SH,上证指数,2001/5/11,"2,150.32","2,155.42","2,155.41","2,144.76","138,064.63","1,097,141.31",1.8524,62.808
000001.SH,上证指数,2001/5/14,"2,161.61","2,178.70","2,178.47","2,160.12","252,531.99","1,620,958.69",3.3975,63.0931
000001.SH,上证指数,2001/5/15,"2,184.79","2,191.07","2,191.06","2,176.79","246,561.01","1,734,684.99",3.3105,63.4969
000001.SH,上证指数,2001/5/16,"2,195.37","2,199.54","2,199.51","2,187.41","189,478.90","1,756,112.76",2.5391,63.6885
000001.SH,上证指数,2001/5/17,"2,201.98","2,205.01","2,194.65","2,187.84","279,124.69","1,688,066.97",3.7308,63.5389
000001.SH,上证指数,2001/5/18,"2,194.62","2,203.37","2,203.37","2,186.65","320,014.32","1,743,172.37",4.2595,63.5838
000001.SH,上证指数,2001/5/21,"2,207.78","2,213.75","2,213.60","2,202.74","336,535.38","1,928,840.63",4.4744,63.8402
000001.SH,上证指数,2001/5/22,"2,215.78","2,218.45","2,210.34","2,205.25","152,544.50","1,468,126.11",2.027,63.7307
000001.SH,上证指数,2001/5/23,"2,210.85","2,213.40","2,197.60","2,175.28","202,626.86","1,743,817.91",2.6925,63.3814
000001.SH,上证指数,2001/5/24,"2,198.01","2,202.84","2,198.30","2,192.17","143,289.48","1,547,562.43",1.9017,63.3953
000001.SH,上证指数,2001/5/25,"2,199.66","2,204.24","2,193.58","2,181.25","135,808.61","1,372,702.29",1.8004,63.2511
000001.SH,上证指数,2001/5/28,"2,194.45","2,194.83","2,179.70","2,171.68","149,471.50","1,529,197.23",1.978,62.7264
000001.SH,上证指数,2001/5/29,"2,177.65","2,188.76","2,180.28","2,176.56","120,655.09","1,322,150.32",1.587,62.7874
000001.SH,上证指数,2001/5/30,"2,180.62","2,211.21","2,211.20","2,180.53","190,249.28","1,440,292.75",2.5013,63.6665
000001.SH,上证指数,2001/5/31,"2,217.87","2,222.65","2,214.26","2,208.88","185,730.78","1,685,524.98",2.428,63.7737
